/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: ORB
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
822,25,251,24,241,23,238
823,24,249,24,246,24,242
824,25,253,24,241,23,235
825,24,240,26,269,23,237
826,26,262,25,255,23,234
827,25,257,24,241,25,252
828,25,256,25,255,25,251
829,26,268,26,266,24,242
830,27,273,25,253,25,250
831,25,250,24,242,25,250
832,26,264,24,248,24,242
833,27,275,24,246,25,253
834,27,270,24,248,25,255
835,25,257,25,257,23,237
836,25,259,25,253,23,237
837,26,265,25,259,25,250
838,27,271,25,255,25,251
839,25,254,25,250,24,245
840,26,265,25,250,25,259
841,26,262,25,258,24,249
842,27,270,25,251,24,249
843,25,259,24,243,25,250
844,25,257,25,251,24,247
845,26,260,25,254,25,254
846,25,253,25,254,26,266
847,25,255,25,255,24,244
848,25,254,25,256,24,247
849,25,259,24,247,25,251
850,26,263,26,268,24,247
851,26,265,26,260,25,256
852,25,250,26,268,25,256
853,24,247,25,250,25,254
854,25,258,25,250,25,254
855,25,250,24,246,24,249
856,26,266,25,256,24,244
857,24,248,25,251,24,243
858,26,261,24,248,26,261
859,25,258,23,239,25,255
860,25,251,25,252,25,259
861,25,252,26,264,24,247
862,24,240,25,258,26,262
863,26,261,27,272,24,243
864,25,258,24,247,24,243
865,25,251,25,250,25,253
866,25,254,25,255,26,262
867,23,233,25,251,24,249
868,24,247,24,247,26,263
869,25,252,25,255,26,264
870,25,253,26,263,24,247
871,24,245,25,258,26,267
872,24,242,26,265,25,257
873,24,247,25,252,25,254
874,23,236,24,247,25,250
875,24,240,25,257,25,253
876,23,239,24,241,24,247
877,25,256,24,243,24,246
878,25,255,23,233,26,262
879,25,254,25,253,25,252
880,25,256,26,265,25,250
881,25,258,25,258,24,245
882,25,253,25,256,24,246
883,25,255,25,258,25,252
884,25,255,26,267,25,258
885,26,264,26,266,25,255
886,26,267,26,260,26,261
887,26,261,25,255,24,240
888,27,275,25,250,24,249
889,26,261,26,260,25,253
890,25,259,23,236,24,247
891,26,262,26,263,24,247
892,26,263,24,246,26,262
893,26,261,24,241,24,249
894,27,272,26,262,23,234
895,25,255,25,257,24,244
